Id,Strength
0,40.83371650751061
1,47.40841819828736
2,43.85809341237738
3,35.428634151728545
4,14.68230922450013
5,27.617596078237213
6,54.21764425946368
7,28.79075988010242
8,42.909973128350195
9,20.835796198908092
10,89.48175263186559
11,24.74991807766861
12,20.849078451748376
13,66.28012466829469
14,66.22789703521732
15,13.553941153275238
16,30.36828864837615
17,7.868808149768626
18,7.438133197129095
19,32.6863370779837
20,79.54731828570822
21,10.373762629474188
22,24.39118951089287
23,14.641006562982694
24,46.88025322625115
25,35.89022973918696
26,12.832597858362861
27,28.310412087514873
28,36.31075684563956
29,43.05123089008824
30,28.315655439973526
31,43.20913990778557
32,39.64095589206303
33,34.612654129991434
34,43.924985158072296
35,77.10640131762834
36,26.957861235831388
37,61.011970154001375
38,33.19075160952572
39,54.76135613419748
40,34.83576804071648
41,22.438647745152245
42,45.36872771110798
43,34.54894637185611
44,13.103024975152563
45,64.57722228626426
46,38.9037972201616
47,30.56440266852534
48,20.125319548722764
49,26.95185334498541
50,13.583665670387152
51,25.602002844321543
52,38.35595844566914
53,60.23909602466777
54,44.07863436783175
55,35.57952620446764
56,78.7235495828222
57,15.317915636969072
58,27.09218130883547
59,57.03533783959959
60,40.65262079896961
61,27.432167062502415
62,36.47648951264002
63,34.17926564818331
64,59.21234835722755
65,38.34556857341406
66,33.54973399341534
67,42.104819138644025
68,39.41785300549396
69,49.78704138626649
70,47.73515872043347
71,30.456485952942074
72,42.85893248101781
73,25.840997570344953
74,21.227889336043063
75,53.93207726719295
76,11.065798180736323
77,41.041444288111094
78,52.24696796480314
79,23.979192027381004
80,40.55615505116382
81,33.87234034917733
82,15.139933900328957
83,42.67671603045897
84,38.85333513944385
85,46.44111736979594
86,32.93674538703307
87,39.66422807546797
88,33.85671883603789
89,33.664348225868736
90,55.72903899824873
91,14.839273445802547
92,77.10640131762834
93,37.800418146522865
94,34.51282738063713
95,27.507721780891593
96,24.085303750292624
97,37.9095265048715
98,9.152659393177029
99,27.988060781526485
100,10.09044881422711
101,23.75358784288535
102,33.556433535812786
103,20.54422203336172
104,31.68308645957388
105,41.69471695225163
106,46.46684846983154
107,48.8636706674084
108,31.108641906562347
109,27.220482959563082
110,35.959243182745176
111,43.55497284702159
112,65.49293757378724
113,14.270882095981865
114,27.655138335947253
115,34.35801338087581
116,13.689582738646067
117,10.777197071663783
118,9.901329326094961
119,54.00304778165654
120,22.14917241690457
121,48.4505476960261
122,12.029818756320964
123,45.54873330411562
124,5.652880728661714
125,39.98026688847599
126,16.181359381807848
127,9.500022791175443
128,31.27095005457207
129,10.463132808354688
130,37.442088817864224
131,27.366558302702117
132,57.550330439800916
133,34.41550176997316
134,28.999622613231338
135,26.53828382818608
136,29.54099517718626
137,77.10640131762834
138,37.455208078812745
139,38.86394986782641
140,18.343701981404216
141,27.665413366454715
142,40.08910579442071
143,47.42667804107253
144,11.217164764178552
145,10.449560675296087
146,9.461390124859017
147,38.40921272156912
148,46.92624568250702
149,38.19097498203723
150,48.26231652392729
151,55.405827640236815
152,36.88486233699364
153,40.0725032219576
154,57.79718913572934
155,19.24917562981185
156,41.73527454438995
157,33.98541695562599
158,42.84249092723081
159,15.759328756523328
160,9.977320045628595
161,13.40746285286408
162,26.562649137703946
163,20.093699140794627
164,62.772240006422315
165,47.14752636427812
166,28.036277539855554
167,41.28514278989201
168,23.245390328020534
169,20.160398291893323
170,34.849675685998484
171,10.22662893437193
172,32.34855160309502
173,25.03639573060243
174,23.674628816087193
175,56.28105448093908
176,40.09580333399468
177,39.13223857270835
178,49.66711372828238
179,17.454617074277362
180,42.06042931776751
181,57.922789564772735
182,16.999021907620637
183,40.029326757501174
184,39.408049908312414
185,14.051237844658164
186,56.04626152321598
187,8.696495122564773
188,40.66293111967964
189,10.208097066231698
190,20.784616369008614
191,61.655568326780106
192,19.081947774373347
193,37.50159572204134
194,36.12559255945184
195,62.479421895164236
196,15.169814880901807
197,22.85481424288705
198,28.766108995455504
199,71.21415192754401
200,4.8596604379933535
201,65.64835571970714
202,27.24891481168982
203,36.932063670193465
204,29.072920556783032
205,52.741973355479026
206,14.41532039795291
207,25.865096099591312
208,32.35904668798538
209,38.154235813810786
210,42.11978779221923
211,12.04287269801204
212,40.780302749129895
213,14.681742513550088
214,25.98146286014086
215,39.700719761895094
216,38.05814996476932
217,24.956527231999647
218,36.90193609855255
219,66.3397526217
220,13.833062187464343
221,58.716537676860895
222,12.963659110509061
223,56.68917927904845
224,46.146135066680166
225,56.21711884174547
226,4.456002170597695
227,35.68400914767311
228,25.854527539994617
229,4.7100621213099805
