Id,Strength
0,37.793227263103034
1,51.81834380446574
2,42.57814850298382
3,36.99801702318282
4,16.430059311129003
5,26.296967922595226
6,51.574976635960745
7,26.335835300802856
8,38.36887685446406
9,19.372047737939106
10,65.83083066370573
11,27.14877531056312
12,22.54164055987641
13,60.96191486619575
14,66.21807196612195
15,15.462757114824928
16,32.45991860133399
17,9.202802583185683
18,9.442542508139574
19,31.884601604366598
20,79.14422060389438
21,11.301337133018091
22,24.72539732253962
23,14.82520301384049
24,41.855042608327345
25,34.86061514876455
26,12.660045651198768
27,32.538443718749875
28,36.8500478869389
29,43.12018140718069
30,25.141288781644786
31,43.055006644230176
32,36.925977398563205
33,32.964996474419316
34,42.03593468987313
35,76.54223663762328
36,27.072402553457966
37,57.78794617760936
38,33.52529970264237
39,53.61252610504927
40,34.88588733572254
41,21.47150145598569
42,45.39873514416235
43,33.247735614243695
44,16.339767898355717
45,65.11758765926386
46,35.851408435344936
47,33.44914652206349
48,21.63250847547772
49,25.00224041995679
50,13.28965593587176
51,25.405671677076917
52,38.87246450423436
53,50.410699650204116
54,43.09945196344229
55,28.823660189715476
56,78.5619136800895
57,17.768356189912858
58,28.09280503363353
59,57.84562911314746
60,39.36821158193316
61,25.191671691692328
62,33.306987602656626
63,37.093121914272054
64,50.74768981751106
65,42.317901948878735
66,31.444136825008044
67,43.775197214136405
68,39.91608914099901
69,50.72205025942941
70,42.06084077519582
71,28.60126213617576
72,45.27721023927165
73,29.504580074376992
74,19.269205192968805
75,54.224448062143225
76,16.47715077461506
77,47.36268989738459
78,49.38712638036699
79,18.01772745629406
80,42.72721240545911
81,33.18070848496079
82,16.124547792780707
83,44.39268999012499
84,32.68207274230875
85,43.300757313726535
86,28.629063624064827
87,37.54878057069169
88,33.861937287498726
89,38.166979101958
90,55.52746673588876
91,13.68981916618209
92,76.54223663762328
93,36.3093571653783
94,33.45202947647699
95,29.55467628918634
96,24.677939145322785
97,39.715930272105595
98,10.68248893557439
99,27.727861866131455
100,13.102384769279396
101,24.597281348782367
102,34.50511975513238
103,20.090029347108207
104,30.76713679989964
105,42.609116206152905
106,58.562128333587935
107,46.663964878085125
108,30.571758087025298
109,28.425576295065476
110,35.20872845437071
111,36.78026866862576
112,63.56398162489585
113,10.516657795858201
114,29.0588675038384
115,29.624782290713597
116,14.439796551142908
117,13.633266335623262
118,13.26839765909478
119,52.57590995168179
120,24.789844448303132
121,50.84185704157893
122,12.897666203139167
123,50.61111417291871
124,6.6752646084835945
125,41.28171694351945
126,17.751323864965812
127,10.504530759191852
128,32.90510098806031
129,13.053787400691672
130,38.37021134916179
131,26.849632583414717
132,57.10587216146154
133,37.85761100691171
134,30.787757403792142
135,25.149886452478473
136,33.16471388124861
137,76.54223663762328
138,36.85429356386701
139,36.26178448270328
140,24.450524549614972
141,30.388582334519704
142,41.552563653406324
143,46.251538016731985
144,10.422150982447345
145,13.255285771204928
146,12.639150815531572
147,39.19707956725713
148,47.277762662848396
149,38.603906521410785
150,47.301216961124524
151,54.74356263710755
152,34.72225628736658
153,42.71521290865991
154,55.334579394454316
155,20.951918262306545
156,37.96473300562164
157,32.978048854829844
158,41.14329859495156
159,17.48892880740459
160,11.430723835466463
161,13.970251805512977
162,25.69925275602004
163,16.62955532118409
164,57.659134888420574
165,47.71834068410356
166,30.797144813886025
167,42.97535983775951
168,24.26701272278449
169,17.79285021746235
170,33.75652243113861
171,10.951574896798956
172,36.24566421993392
173,25.304661328342085
174,26.17296419130964
175,56.944636255744186
176,42.64859275611916
177,36.29248472856658
178,48.62500604056294
179,14.2912243468338
180,41.62497148976887
181,55.259169886362244
182,16.731351209487453
183,38.49893005118897
184,38.989259690048925
185,16.126098990139983
186,54.11335173763237
187,8.67998566913817
188,40.94660990493153
189,12.75555287624844
190,22.255300824864435
191,59.26043308230362
192,17.843411978019457
193,39.23929397912142
194,34.97105652210664
195,59.984558919628725
196,14.980198178949955
197,24.59736038842324
198,30.75759435115649
199,70.64207090851049
200,4.222916063159879
201,64.8539989615482
202,26.89334335652702
203,34.27720551804456
204,27.74752534086698
205,51.0858700976747
206,15.974100348320626
207,27.834934023140196
208,39.065980142584756
209,39.20529382135063
210,43.78310860285962
211,16.396797825586468
212,40.425837271933595
213,15.12240012528892
214,28.909364402986995
215,36.78320306354319
216,38.283811329594364
217,24.67279057531415
218,37.68412306029704
219,63.2120780635761
220,15.073272851096352
221,57.72910681012888
222,15.321836371697213
223,56.49551851469118
224,47.48592062210463
225,57.97504664367891
226,5.840395929273157
227,34.44218079258678
228,31.842090743491106
229,8.1952816190805
